Date,Open,High,Low,Close,Adj Close,Volume
1981-03-23,15.087237,15.146989,14.967734,15.027486,4.979016,2576507
1981-03-24,15.027486,15.117113,14.848231,14.878107,4.929518,2727131
1981-03-25,14.878107,15.326243,14.848231,15.266491,5.058206,1781547
1981-03-26,15.266491,15.356119,14.967734,15.087237,4.998812,4840888
1981-03-27,15.087237,15.146989,14.728728,14.758604,4.889928,2403708
1981-03-30,14.758604,14.848231,14.668977,14.698853,4.870129,1516700
1981-03-31,14.788480,14.967734,14.788480,14.907983,4.939422,1979869
1981-04-01,14.907983,15.146989,14.818356,15.057361,4.988915,3732546
1981-04-02,14.997610,14.997610,14.788480,14.848231,4.919624,2021290
1981-04-03,14.848231,14.907983,14.519598,14.609226,4.840436,2597846
1981-04-06,14.579350,14.579350,14.310468,14.429971,4.781042,2412076
1981-04-07,14.429971,14.489723,14.340344,14.340344,4.751346,2526299
1981-04-08,14.340344,14.459847,14.310468,14.340344,4.751346,2791983
1981-04-09,14.340344,14.758604,14.280593,14.758604,4.889928,3589454
1981-04-10,14.758604,15.117113,14.459847,14.519598,4.810741,5305312
1981-04-13,14.519598,14.519598,14.370220,14.370220,4.761243,3992373
1981-04-14,14.340344,14.340344,14.131214,14.131214,4.682056,4326256
1981-04-15,14.131214,14.310468,14.101338,14.250717,4.721650,4183582
1981-04-16,14.280593,14.400096,14.280593,14.340344,4.751346,3131724
1981-04-20,14.340344,14.758604,14.280593,14.728728,4.880030,3528786
1981-04-21,14.668977,14.668977,14.429971,14.459847,4.790942,3074822
1981-04-22,14.459847,14.579350,14.370220,14.429971,4.781042,3000765
1981-04-23,14.429971,14.668977,14.400096,14.429971,4.781042,2906206
1981-04-24,14.429971,14.609226,14.280593,14.489723,4.800841,2696170
1981-04-27,14.489723,14.668977,14.489723,14.609226,4.840436,3592801
1981-04-28,14.609226,14.639101,14.310468,14.429971,4.781042,2791146
1981-04-29,14.400096,14.400096,14.220841,14.250717,4.721650,2931729
1981-04-30,14.250717,14.280593,14.011711,14.011711,4.642462,2314589
1981-05-01,14.011711,14.190966,13.981836,14.131214,4.682056,2379022
1981-05-04,13.951960,13.951960,13.892208,13.951960,4.622663,2045976
1981-05-05,13.922084,13.922084,13.712954,13.802581,4.573170,4899464
1981-05-06,13.802581,13.892208,13.772706,13.832457,4.583067,2519605
1981-05-07,13.772706,13.772706,13.623327,13.712954,4.612007,1840960
1981-05-08,13.712954,13.832457,13.623327,13.832457,4.652197,2045139
1981-05-11,13.772706,13.772706,13.384321,13.384321,4.501482,2894910
1981-05-12,13.414197,13.593451,13.414197,13.563576,4.561767,2509563
1981-05-13,13.563576,13.683078,13.503824,13.563576,4.561767,1484902
1981-05-14,13.563576,13.653203,13.473948,13.533700,4.551721,2384043
1981-05-15,13.533700,13.593451,13.384321,13.473948,4.531627,2714998
1981-05-18,13.473948,13.593451,13.444073,13.563576,4.561767,2060620
1981-05-19,13.533700,13.533700,13.324570,13.533700,4.551721,2578181
1981-05-20,13.533700,13.533700,13.414197,13.473948,4.531627,1456032
1981-05-21,13.473948,13.473948,13.264818,13.294694,4.471337,1932171
1981-05-22,13.294694,13.354446,13.205067,13.264818,4.461289,1834266
1981-05-26,13.264818,13.473948,13.175191,13.414197,4.511530,2154342
1981-05-27,13.414197,13.892208,13.354446,13.832457,4.652197,2819598
1981-05-28,13.832457,13.981836,13.683078,13.862333,4.662246,2929637
1981-05-29,13.862333,14.131214,13.832457,14.041587,4.722537,3334230
1981-06-01,14.280593,14.519598,14.280593,14.400096,4.843109,4556376
1981-06-02,14.400096,14.459847,14.310468,14.310468,4.812967,3127958
1981-06-03,14.280593,14.280593,13.981836,14.131214,4.752678,2547638
1981-06-04,14.131214,14.131214,13.772706,13.862333,4.662246,1967735
1981-06-05,13.862333,13.981836,13.862333,13.951960,4.692393,2048068
1981-06-08,13.951960,14.071463,13.922084,13.922084,4.682345,1481136
1981-06-09,13.892208,13.892208,13.653203,13.712954,4.612007,1358545
1981-06-10,13.712954,13.922084,13.712954,13.832457,4.652197,2304129
1981-06-11,13.832457,14.220841,13.832457,14.101338,4.742629,2225051
1981-06-12,14.101338,14.250717,14.041587,14.190966,4.772774,3459331
1981-06-15,14.250717,14.429971,14.250717,14.310468,4.812967,2170659
1981-06-16,14.280593,14.280593,14.041587,14.071463,4.732582,3110804
1981-06-17,14.071463,14.071463,13.862333,13.981836,4.702440,2279862
1981-06-18,13.981836,13.981836,13.683078,13.772706,4.632106,1344738
1981-06-19,13.772706,13.862333,13.712954,13.742830,4.622058,1374026
1981-06-22,13.772706,13.922084,13.772706,13.892208,4.672295,1501638
1981-06-23,13.892208,14.250717,13.892208,14.190966,4.772774,2439272
1981-06-24,14.190966,14.220841,14.011711,14.220841,4.782825,1751422
1981-06-25,14.220841,14.370220,14.041587,14.101338,4.742629,1799538
1981-06-26,14.101338,14.250717,14.011711,14.041587,4.722537,1692428
1981-06-29,14.041587,14.131214,13.772706,13.832457,4.652197,1248506
1981-06-30,13.832457,13.862333,13.683078,13.832457,4.652197,1159386
1981-07-01,13.832457,13.832457,13.563576,13.593451,4.571817,1653935
1981-07-02,13.593451,13.683078,13.473948,13.593451,4.571817,1819203
1981-07-06,13.593451,13.653203,13.473948,13.623327,4.581864,1408334
1981-07-07,13.623327,13.712954,13.473948,13.623327,4.581864,2551403
1981-07-08,13.623327,13.653203,13.473948,13.533700,4.551721,1422560
1981-07-09,13.533700,13.593451,13.473948,13.533700,4.551721,1347248
1981-07-10,13.503824,13.503824,13.444073,13.473948,4.531627,1572347
1981-07-13,13.444073,13.444073,13.324570,13.354446,4.491431,1948070
1981-07-14,13.354446,13.593451,13.294694,13.593451,4.571817,2238022
1981-07-15,13.593451,13.593451,13.473948,13.533700,4.551721,2121288
1981-07-16,13.533700,13.593451,13.414197,13.533700,4.551721,1404569
1981-07-17,13.533700,13.533700,13.414197,13.414197,4.511530,1126333
1981-07-20,13.354446,13.354446,13.205067,13.234943,4.451241,1871922
1981-07-21,13.234943,13.294694,13.175191,13.264818,4.461289,1614187
1981-07-22,13.264818,13.354446,13.175191,13.175191,4.431145,1455195
1981-07-23,13.175191,13.205067,13.085564,13.115440,4.411051,1822969
1981-07-24,13.115440,13.175191,13.055688,13.145315,4.421098,1294530
1981-07-27,13.145315,13.294694,13.115440,13.294694,4.471337,1388251
1981-07-28,13.264818,13.264818,13.145315,13.234943,4.451241,1042234
1981-07-29,13.234943,13.324570,13.205067,13.234943,4.451241,979056
1981-07-30,13.234943,13.533700,13.205067,13.473948,4.531627,1592012
1981-07-31,13.473948,13.533700,13.384321,13.414197,4.511530,1125496
1981-08-03,13.414197,13.563576,13.414197,13.503824,4.541673,1216289
1981-08-04,13.503824,13.922084,13.444073,13.922084,4.682345,2072754
1981-08-05,13.922084,14.041587,13.862333,13.951960,4.692393,2335090
1981-08-06,13.742830,13.742830,13.593451,13.593451,4.640180,1272773
1981-08-07,13.593451,13.683078,13.563576,13.623327,4.650374,1416284
1981-08-10,13.623327,13.892208,13.563576,13.832457,4.721762,1761882
1981-08-11,13.832457,14.071463,13.832457,14.041587,4.793153,2286556
1981-08-12,14.041587,14.041587,13.832457,13.832457,4.721762,1643894
1981-08-13,13.892208,14.011711,13.892208,13.922084,4.752357,1407916
1981-08-14,13.922084,14.041587,13.862333,13.862333,4.731959,1473186
1981-08-17,13.862333,13.922084,13.563576,13.563576,4.629976,951860
1981-08-18,13.563576,13.653203,13.444073,13.533700,4.619781,2017943
1981-08-19,13.533700,13.683078,13.533700,13.623327,4.650374,1469839
1981-08-20,13.623327,13.742830,13.623327,13.683078,4.670770,1791589
1981-08-21,13.683078,13.712954,13.563576,13.593451,4.640180,851862
1981-08-24,13.533700,13.533700,13.294694,13.354446,4.558590,1732594
1981-08-25,13.354446,13.533700,13.175191,13.354446,4.558590,2282790
1981-08-26,13.354446,13.414197,13.234943,13.264818,4.527998,1356453
1981-08-27,13.264818,13.473948,13.145315,13.205067,4.507597,1910833
1981-08-28,13.234943,13.414197,13.234943,13.354446,4.558590,2006228
1981-08-31,13.354446,13.473948,13.145315,13.175191,4.497404,1580297
1981-09-01,13.175191,13.414197,13.145315,13.384321,4.568789,2328814
1981-09-02,13.384321,13.444073,13.294694,13.324570,4.548396,1620045
1981-09-03,13.324570,13.414197,13.025813,13.055688,4.456610,1831755
1981-09-04,13.055688,13.115440,12.906310,12.906310,4.405618,2000789
1981-09-08,12.906310,12.936185,12.756931,12.906310,4.405618,2326304
1981-09-09,12.906310,13.025813,12.816683,12.936185,4.415814,1631342
1981-09-10,12.936185,13.145315,12.936185,13.085564,4.466809,1836776
1981-09-11,13.085564,13.414197,13.085564,13.324570,4.548396,2292832
1981-09-14,13.324570,13.563576,13.145315,13.354446,4.558590,1620463
1981-09-15,13.354446,13.503824,13.264818,13.264818,4.527998,1659374
1981-09-16,13.234943,13.234943,13.025813,13.115440,4.477006,1558540
1981-09-17,13.115440,13.175191,12.786807,12.936185,4.415814,2307894
1981-09-18,12.936185,13.025813,12.876434,12.906310,4.405618,1448082
1981-09-21,12.906310,13.175191,12.846558,13.115440,4.477006,2018780
1981-09-22,13.115440,13.145315,12.936185,12.995937,4.436213,1787823
1981-09-23,12.995937,13.055688,12.756931,13.025813,4.446411,1630923
1981-09-24,13.025813,13.205067,12.966061,13.055688,4.456610,2081958
1981-09-25,12.966061,12.966061,12.727055,12.816683,4.375026,2193253
1981-09-28,12.816683,13.145315,12.488050,13.115440,4.477006,3430880
1981-09-29,13.115440,13.115440,12.697180,12.727055,4.344432,2230490
1981-09-30,12.727055,13.025813,12.697180,12.936185,4.415814,2217102
1981-10-01,12.936185,12.995937,12.846558,12.906310,4.405618,1932590
1981-10-02,12.966061,13.175191,12.966061,13.145315,4.487203,2636757
1981-10-05,13.145315,13.264818,13.085564,13.175191,4.497404,2446385
1981-10-06,13.175191,13.175191,12.966061,12.966061,4.426014,1684897
1981-10-07,12.966061,13.145315,12.936185,13.145315,4.487203,1653098
1981-10-08,13.145315,13.264818,13.025813,13.264818,4.527998,2169822
1981-10-09,13.264818,13.444073,13.175191,13.354446,4.558590,4099483
1981-10-12,13.354446,13.384321,13.175191,13.264818,4.527998,2243042
1981-10-13,13.175191,13.175191,12.786807,12.846558,4.385223,3409123
1981-10-14,12.756931,12.756931,12.488050,12.547801,4.283242,3834218
1981-10-15,12.547801,12.637428,12.458174,12.488050,4.262846,2107062
1981-10-16,12.488050,12.517925,12.189293,12.249044,4.181258,2445966
1981-10-19,12.249044,12.338671,12.099665,12.249044,4.181258,3055994
1981-10-20,12.308795,12.398423,12.308795,12.338671,4.211853,1854767
1981-10-21,12.338671,12.488050,12.219168,12.278920,4.191457,2000370
1981-10-22,12.278920,12.338671,12.159417,12.219168,4.171062,1084911
1981-10-23,12.219168,12.219168,12.129541,12.189293,4.160865,1777363
1981-10-26,12.159417,12.159417,12.039914,12.099665,4.130267,1507495
1981-10-27,12.129541,12.249044,12.129541,12.129541,4.140467,1869411
1981-10-28,12.129541,12.159417,11.830784,11.830784,4.038485,3351384
1981-10-29,11.830784,11.890535,11.561902,11.711281,3.997692,3968524
1981-10-30,11.741157,12.368547,11.741157,12.308795,4.201654,3666858
1981-11-02,12.428298,12.697180,12.428298,12.667304,4.324032,3816226
1981-11-03,12.667304,12.667304,12.488050,12.667304,4.324032,2961854
1981-11-04,12.517925,12.517925,12.368547,12.517925,4.343521,1687407
1981-11-05,12.517925,12.607553,12.308795,12.308795,4.270956,1951418
1981-11-06,12.308795,12.368547,12.129541,12.159417,4.219124,2652238
1981-11-09,12.159417,12.368547,12.159417,12.338671,4.281324,2176098
1981-11-10,12.428298,12.667304,12.428298,12.488050,4.333160,3287369
1981-11-11,12.488050,12.577677,12.249044,12.547801,4.353888,1552682
1981-11-12,12.547801,12.697180,12.488050,12.607553,4.374622,2158944
1981-11-13,12.577677,12.577677,12.308795,12.338671,4.281324,1749330
1981-11-16,12.249044,12.249044,12.069790,12.189293,4.229492,1578623
1981-11-17,12.189293,12.278920,12.099665,12.189293,4.229492,1976940
1981-11-18,12.189293,12.219168,12.010038,12.039914,4.177660,2269402
1981-11-19,12.039914,12.039914,11.920411,12.039914,4.177660,2068151
1981-11-20,12.039914,12.159417,12.010038,12.099665,4.198391,1515026
1981-11-23,12.099665,12.159417,12.069790,12.069790,4.188029,1851002
1981-11-24,12.069790,12.517925,12.069790,12.488050,4.333160,2791983
1981-11-25,12.547801,12.697180,12.547801,12.577677,4.364255,3648030
1981-11-27,12.637428,13.025813,12.637428,13.025813,4.519751,2482367
1981-11-30,13.025813,13.025813,12.846558,13.025813,4.519751,2649727
1981-12-01,13.025813,13.055688,12.876434,12.936185,4.488650,2204550
1981-12-02,12.846558,12.846558,12.667304,12.667304,4.395352,1564398
1981-12-03,12.667304,12.906310,12.667304,12.906310,4.478286,2080703
1981-12-04,12.906310,13.175191,12.906310,13.055688,4.530117,4025426
1981-12-07,13.055688,13.234943,12.756931,12.786807,4.436820,1721298
1981-12-08,12.786807,12.846558,12.667304,12.727055,4.416088,2097021
1981-12-09,12.756931,12.906310,12.756931,12.876434,4.467919,1783221
1981-12-10,12.876434,13.085564,12.846558,13.055688,4.530117,3150134
1981-12-11,13.055688,13.085564,12.756931,12.995937,4.509382,2427975
1981-12-14,12.876434,12.876434,12.727055,12.756931,4.426453,2379022
1981-12-15,12.756931,12.876434,12.667304,12.816683,4.447188,2553914
1981-12-16,12.816683,13.025813,12.697180,12.936185,4.488650,2738010
1981-12-17,12.936185,13.324570,12.936185,13.324570,4.623416,3896559
1981-12-18,13.324570,13.623327,13.264818,13.563576,4.706344,573626
1981-12-21,13.563576,13.593451,13.414197,13.473948,4.675247,2472744
1981-12-22,13.533700,13.683078,13.533700,13.593451,4.716715,2874408
1981-12-23,13.593451,13.593451,13.384321,13.414197,4.654512,1907486
1981-12-24,13.444073,13.623327,13.444073,13.623327,4.727079,1210431
1981-12-28,13.623327,13.712954,13.444073,13.503824,4.685614,1706235
1981-12-29,13.503824,13.623327,13.324570,13.384321,4.644149,1655609
1981-12-30,13.384321,13.772706,13.384321,13.683078,4.747812,3322096
1981-12-31,13.623327,13.712954,13.533700,13.593451,4.716715,1663558
1982-01-04,13.772706,13.951960,13.593451,13.922084,4.830743,3045115
1982-01-05,13.712954,13.832457,13.563576,13.623327,4.727079,4105341
1982-01-06,13.503824,13.623327,13.384321,13.563576,4.706344,2834660
1982-01-07,13.503824,13.683078,13.294694,13.563576,4.706344,3169798
1982-01-08,13.563576,13.563576,13.563576,13.563576,4.706344,0
1982-01-11,13.802581,14.041587,13.563576,13.563576,4.706344,7615298
1982-01-12,13.772706,13.951960,13.563576,13.742830,4.768547,5175190
1982-01-13,13.772706,13.922084,13.623327,13.712954,4.758177,3825850
1982-01-14,13.892208,14.071463,13.712954,14.071463,4.882576,3599077
1982-01-15,14.190966,14.370220,13.981836,14.280593,4.955141,6397754
1982-01-18,14.519598,14.848231,14.190966,14.788480,5.131366,5794003
1982-01-19,14.698853,14.848231,14.519598,14.579350,5.058804,4356381
1982-01-20,14.668977,14.818356,14.519598,14.698853,5.100270,4891933
1982-01-21,14.907983,15.057361,14.728728,14.937859,5.183201,4099902
1982-01-22,14.818356,14.967734,14.668977,14.728728,5.110633,3180677
1982-01-25,14.728728,14.878107,14.579350,14.818356,5.141734,2934239
1982-01-26,14.848231,14.937859,14.728728,14.758604,5.121003,2745959
1982-01-27,14.848231,14.997610,14.698853,14.967734,5.193568,2304547
1982-01-28,15.236616,15.415870,15.057361,15.385994,5.338696,4809508
1982-01-29,15.356119,15.475621,15.206740,15.206740,5.276499,2938842
1982-02-01,15.057361,15.146989,14.937859,14.967734,5.193568,2865622
1982-02-02,15.057361,15.176864,14.907983,15.057361,5.224665,2585712
1982-02-03,14.907983,15.117113,14.698853,14.997610,5.203933,3257662
1982-02-04,14.967734,15.176864,14.728728,15.117113,5.318286,3117080
1982-02-05,15.176864,15.296367,15.027486,15.117113,5.318286,3230466
1982-02-08,14.878107,15.057361,14.668977,14.698853,5.171141,2094929
1982-02-09,14.668977,14.758604,14.579350,14.668977,5.160630,3530459
1982-02-10,14.818356,14.907983,14.728728,14.788480,5.202671,3484435
1982-02-11,14.698853,14.818356,14.549474,14.639101,5.150120,1784058
1982-02-12,14.668977,14.758604,14.579350,14.579350,5.129099,1240974
1982-02-16,14.639101,14.907983,14.370220,14.878107,5.234203,3240090
1982-02-17,14.967734,15.117113,14.818356,14.878107,5.234203,2944699
1982-02-18,14.997610,15.057361,14.937859,14.997610,5.276243,2670647
1982-02-19,14.907983,15.057361,14.728728,14.907983,5.244715,2486551
1982-02-22,14.698853,15.027486,14.370220,14.429971,5.076545,4911179
1982-02-23,14.489723,14.668977,14.280593,14.549474,5.118588,2833823
1982-02-24,14.609226,14.848231,14.370220,14.818356,5.213183,2945954
1982-02-25,14.818356,14.937859,14.698853,14.728728,5.181648,2635920
1982-02-26,14.698853,14.788480,14.609226,14.788480,5.202671,1945142
1982-03-01,14.848231,14.997610,14.698853,14.848231,5.223694,2793657
1982-03-02,14.728728,14.907983,14.549474,14.579350,5.129099,2699098
1982-03-03,14.400096,14.549474,14.250717,14.310468,5.034501,4430438
1982-03-04,14.161090,14.340344,13.981836,14.131214,4.971442,3712882
1982-03-05,14.041587,14.190966,13.892208,13.981836,4.918889,4473114
1982-03-08,13.951960,14.161090,13.712954,13.742830,4.834808,3053483
1982-03-09,13.951960,14.220841,13.653203,14.011711,4.929399,5092346
1982-03-10,14.131214,14.250717,14.011711,14.101338,4.960929,2457682
1982-03-11,14.101338,14.190966,13.892208,13.922084,4.897869,3508702
1982-03-12,13.802581,13.892208,13.712954,13.832457,4.866337,3412470
1982-03-15,13.892208,14.071463,13.712954,14.071463,4.950421,2597009
1982-03-16,13.892208,14.071463,13.683078,13.712954,4.824297,2632573
1982-03-17,13.802581,13.892208,13.712954,13.712954,4.824297,3076914
1982-03-18,13.862333,13.951960,13.772706,13.832457,4.866337,3228374
1982-03-19,13.832457,13.862333,13.683078,13.772706,4.845318,2491572
1982-03-22,14.041587,14.220841,13.832457,14.131214,4.971442,3086537
1982-03-23,14.161090,14.250717,14.041587,14.220841,5.002974,3273980
1982-03-24,14.131214,14.190966,14.071463,14.131214,4.971442,2328396
1982-03-25,14.250717,14.370220,14.131214,14.280593,5.023995,2347642
1982-03-26,14.190966,14.280593,14.101338,14.101338,4.960929,2581110
1982-03-29,14.220841,14.400096,14.041587,14.310468,5.034501,2007902
1982-03-30,14.370220,14.459847,14.250717,14.429971,5.076545,2821271
1982-03-31,14.370220,14.489723,14.250717,14.280593,5.023995,2781105
1982-04-01,14.459847,14.609226,14.310468,14.579350,5.129099,2720855
1982-04-02,14.698853,14.788480,14.579350,14.698853,5.171141,3512050
1982-04-05,14.698853,14.758604,14.609226,14.698853,5.171141,1975685
1982-04-06,14.698853,14.788480,14.579350,14.758604,5.192163,2047650
1982-04-07,14.788480,14.848231,14.698853,14.758604,5.192163,2467305
1982-04-08,14.848231,14.937859,14.728728,14.878107,5.234203,2736336
1982-04-12,14.878107,14.937859,14.818356,14.848231,5.223694,1624229
1982-04-13,14.907983,14.997610,14.788480,14.818356,5.213183,1771924
1982-04-14,14.967734,15.296367,14.639101,15.206740,5.349818,5344642
1982-04-15,15.296367,15.445746,15.146989,15.445746,5.433903,4430019
1982-04-16,15.445746,15.505497,15.356119,15.415870,5.423389,2884450
1982-04-19,15.385994,15.565249,15.206740,15.236616,5.360330,4772270
1982-04-20,15.176864,15.266491,15.057361,15.117113,5.318286,3735475
1982-04-21,15.206740,15.266491,15.117113,15.266491,5.370841,2143045
1982-04-22,15.385994,15.475621,15.296367,15.385994,5.412880,2702027
1982-04-23,15.565249,15.714627,15.415870,15.714627,5.528496,5079794
1982-04-26,15.684751,15.804254,15.535373,15.774379,5.549516,3814553
1982-04-27,15.595124,15.714627,15.445746,15.565249,5.475945,2755582
1982-04-28,15.505497,15.595124,15.415870,15.505497,5.454924,3000765
1982-04-29,15.385994,15.445746,15.326243,15.326243,5.391860,2056854
1982-04-30,15.385994,15.475621,15.296367,15.356119,5.402369,3176493
1982-05-03,15.385994,15.475621,15.296367,15.415870,5.423389,1609166
1982-05-04,15.505497,15.595124,15.415870,15.475621,5.444413,2081540
1982-05-05,15.535373,15.595124,15.475621,15.565249,5.475945,3579830
1982-05-06,15.535373,15.565249,15.475621,15.505497,5.527922,3251805
1982-05-07,15.535373,15.565249,15.475621,15.475621,5.517270,2041374
1982-05-10,15.385994,15.505497,15.266491,15.266491,5.442714,2384043
1982-05-11,15.385994,15.475621,15.296367,15.385994,5.485315,1558122
1982-05-12,15.326243,15.445746,15.176864,15.266491,5.442714,2186558
1982-05-13,15.296367,15.356119,15.206740,15.206740,5.421410,1539712
1982-05-14,15.266491,15.296367,15.206740,15.206740,5.421410,1944305
1982-05-17,15.117113,15.236616,14.997610,15.027486,5.357506,2514584
1982-05-18,15.057361,15.117113,14.997610,14.997610,5.346850,1869830
1982-05-19,15.027486,15.117113,14.907983,14.937859,5.325550,1997442
1982-05-20,14.937859,15.057361,14.818356,15.057361,5.368154,2256013
1982-05-21,14.997610,15.057361,14.907983,14.967734,5.336202,3449708
1982-05-24,14.907983,14.967734,14.818356,14.878107,5.304247,1710001
1982-05-25,14.878107,14.967734,14.788480,14.788480,5.272293,1935937
1982-05-26,14.818356,14.907983,14.728728,14.818356,5.282946,2097021
1982-05-27,14.848231,14.907983,14.758604,14.818356,5.282946,1781547
1982-05-28,14.758604,14.848231,14.639101,14.698853,5.240341,2456845
1982-06-01,14.728728,14.788480,14.668977,14.758604,5.261645,1726737
1982-06-02,14.788480,14.848231,14.698853,14.818356,5.282946,2581528
1982-06-03,14.758604,14.848231,14.639101,14.698853,5.240341,1886147
1982-06-04,14.549474,14.728728,14.370220,14.400096,5.133830,1684060
1982-06-07,14.370220,14.489723,14.220841,14.340344,5.112528,3448871
1982-06-08,14.101338,14.310468,13.892208,13.922084,4.963413,8513603
1982-06-09,13.892208,14.011711,13.742830,13.892208,4.952762,4488595
1982-06-10,13.981836,14.101338,13.862333,14.041587,5.006018,2862693
1982-06-11,14.250717,14.370220,14.131214,14.250717,5.080578,4483156
1982-06-14,14.190966,14.220841,14.131214,14.131214,5.037970,1658956
1982-06-15,14.190966,14.280593,14.071463,14.280593,5.091227,2228398
1982-06-16,14.250717,14.340344,14.161090,14.220841,5.069924,1948070
1982-06-17,14.071463,14.161090,13.951960,13.981836,4.984713,3631712
1982-06-18,13.981836,14.011711,13.951960,13.951960,4.974065,1394527
1982-06-21,14.101338,14.250717,13.922084,14.011711,4.995365,2915411
1982-06-22,14.190966,14.310468,14.041587,14.310468,5.101873,2472744
1982-06-23,14.489723,14.698853,14.250717,14.609226,5.208390,3488619
1982-06-24,14.549474,14.639101,14.429971,14.459847,5.155134,2889470
